"sample_id","Species","PC1","PC2","PC3","PC4"
"iris_076","versicolor",0.871354535034467,-0.249956016963883,0.471001057024938,0.101376116570612
"iris_077","versicolor",1.25231374884778,0.0769980689934534,0.724727098589452,0.0395560021540574
"iris_078","versicolor",1.35386953241308,-0.330205462736719,0.259955700981099,0.0666049311499693
"iris_079","versicolor",0.66258066030328,0.225173502489751,-0.0855771971585289,-0.0363181708721283
"iris_080","versicolor",-0.0401241911233282,1.05518358327439,0.318506304212031,0.0645718340326591
"iris_081","versicolor",0.130358462507396,1.55705555308923,0.149482697381031,-0.00937112871018469
"iris_082","versicolor",0.0233743826118036,1.56722524368531,0.240745760570681,-0.032663020251714
"iris_083","versicolor",0.240731799007044,0.774661195431322,0.15070707432178,0.0235723902432815
"iris_084","versicolor",1.05755171211093,0.631726900780832,-0.104959761607681,-0.183354199690811
"iris_085","versicolor",0.223230929109032,0.286812662909879,-0.663028512445553,-0.253977519520556
"iris_086","versicolor",0.427706259711286,-0.842758920031795,-0.449129445970655,-0.10930898548612
"iris_087","versicolor",1.04522644526925,-0.520308714210873,0.394464890324338,0.037084781239706
"iris_088","versicolor",1.04104379073867,1.37837104780471,0.685997803560061,0.136378718940588
"iris_089","versicolor",0.0693559721501817,0.218770433320695,-0.290605718131696,-0.146653278655083
"iris_090","versicolor",0.282530734014848,1.32488614708229,-0.0891114911448732,0.00887606954079431
"iris_091","versicolor",0.27814596118011,1.11628885212115,-0.0941721156545355,-0.269753496857184
"iris_092","versicolor",0.622484410746874,-0.0248398135650867,0.0204127625201708,-0.147193289286093
"iris_093","versicolor",0.335406726359696,0.985103828097629,0.198724011357842,0.00650875707048648
"iris_094","versicolor",-0.360974087805562,2.0124958247898,-0.105467721124232,0.0195054667529039
"iris_095","versicolor",0.287622676070301,0.852873115616583,-0.130452656802427,-0.107043742163721
"iris_096","versicolor",0.0910556108775106,0.180587142080648,-0.128547696306392,-0.229191812236969
"iris_097","versicolor",0.22695653998792,0.383634868447848,-0.155691572238897,-0.132163117858487
"iris_098","versicolor",0.574463781482266,0.154356488603597,0.270743346934245,-0.0197943660164033
"iris_099","versicolor",-0.446172300268023,1.53863745561893,-0.189765199308186,0.199278854619162
"iris_100","versicolor",0.255873389202736,0.596852285411124,-0.0915723849817516,-0.0584263150215336
"iris_101","virginica",1.83841002292412,-0.867515056090057,-1.00204407662394,-0.0490853029013493
"iris_102","virginica",1.15401555362078,0.696536400516365,-0.52838999355848,-0.0403854589903849
"iris_103","virginica",2.19790360928039,-0.56013397602006,0.202236658096736,0.0589865831692812
"iris_104","virginica",1.43534213399666,0.046830700896184,-0.163083761041604,-0.234982858378359
"iris_105","virginica",1.86157576812763,-0.294059697084248,-0.394307408012251,-0.0162438530957901
"iris_106","virginica",2.74268508518824,-0.797736708755221,0.580364826606627,-0.101045973017879
"iris_107","virginica",0.365792249755623,1.55628917778442,-0.983598122154436,-0.132679346114312
"iris_108","virginica",2.29475181232994,-0.418663019534743,0.649530451751971,-0.237246444718562
"iris_109","virginica",1.99998632720977,0.709063225701765,0.392675072750674,-0.0862217791822246
"iris_110","virginica",2.25223216150761,-1.91459630053529,-0.396224508463665,0.104488870322063
"iris_111","virginica",1.35962063642439,-0.690443404779253,-0.283661780373448,0.107500284181364
"iris_112","virginica",1.59732747466913,0.420292430984476,-0.0231089906391428,0.0581368688162162
"iris_113","virginica",1.87761053154946,-0.417849814808661,-0.0262504680313069,0.145926073280603
"iris_114","virginica",1.25590769146092,1.15837974138599,-0.578311891090576,0.0988262442556589
"iris_115","virginica",1.46274486947042,0.44079488346362,-1.00051774610063,0.274738503909552
"iris_116","virginica",1.58476819655716,-0.673986886879843,-0.636297053688594,0.191222382841433
"iris_117","virginica",1.46651848761418,-0.254768326848429,-0.0373062803641918,-0.154811637266781
"iris_118","virginica",2.41822769929905,-2.54812479540878,0.127454475100887,-0.272892966163591
"iris_119","virginica",3.29964147766837,-0.0177215803758479,0.700957032559936,0.0450377253580122
"iris_120","virginica",1.25954707363401,1.70104671545086,0.266643612314986,-0.0649631670719452
"iris_121","virginica",2.03091255525826,-0.907427443169549,-0.234015509847077,0.167390480668894
"iris_122","virginica",0.974715347055717,0.56985525662926,-0.825362161276582,0.0276629137949039
"iris_123","virginica",2.88797650048304,-0.412259950365686,0.854558972725138,-0.126911336935607
"iris_124","virginica",1.3287806370817,0.48020249556516,0.0054102390253956,0.139491837319917
"iris_125","virginica",1.69505530435101,-1.01053647601085,-0.297454113548937,-0.0614379111947736
"iris_126","virginica",1.9478013897869,-1.00441271999451,0.41858243178705,-0.217609339169569
"iris_127","virginica",1.17118006924396,0.315338060438008,-0.129503906867402,0.125001676523321
"iris_128","virginica",1.01754169126033,-0.0641311838009057,-0.336588365127889,-0.00862550511510291
"iris_129","virginica",1.7823787852455,0.186735632829049,-0.269754304275588,0.0309838490623215
"iris_130","virginica",1.85742500656318,-0.560413289172774,0.713244682459557,-0.207519952588469
"iris_131","virginica",2.4278203037876,-0.258418706409726,0.725386034897287,-0.0178635203609401
"iris_132","virginica",2.29723178140912,-2.61755441714645,0.491826144304203,-0.210968943302992
"iris_133","virginica",1.85648382607218,0.177953334381458,-0.352966242354697,0.0996759586087248
"iris_134","virginica",1.11042770445578,0.291944581796173,0.182875740895034,-0.185721512161119
"iris_135","virginica",1.19845835457099,0.808606364209227,0.164173760001167,-0.487849130006517
"iris_136","virginica",2.78942561198209,-0.853942542447132,0.541093784857857,0.294893130068689
"iris_137","virginica",1.57099293753804,-1.06501321386332,-0.942695700249272,0.0354868747396648
"iris_138","virginica",1.34179695884536,-0.421020154124067,-0.180271551367532,-0.214702016068251
"iris_139","virginica",0.921737011706324,-0.0171655941132677,-0.415434448874083,0.00522091892038001
"iris_140","virginica",1.84586124468189,-0.673870645014121,0.0126298037893687,0.19454350042279
"iris_141","virginica",2.00808316432958,-0.611835929575557,-0.426902678382514,0.246711805113468
"iris_142","virginica",1.89543420912849,-0.687273065463848,-0.129640697037223,0.468128373530218
"iris_143","virginica",1.15401555362078,0.696536400516365,-0.52838999355848,-0.0403854589903849
"iris_144","virginica",2.03374499291101,-0.864624029927365,-0.337014968924898,0.0450362506897546
"iris_145","virginica",1.99147546765771,-1.04566566980121,-0.630301865865371,0.213330526990839
"iris_146","virginica",1.86425785551097,-0.385674037719235,-0.255418177714635,0.38795715241864
"iris_147","virginica",1.55935649354476,0.893692854598667,0.0262833001289526,0.219456898525605
"iris_148","virginica",1.51609145206077,-0.268170747298156,-0.179576781190783,0.118773235840647
"iris_149","virginica",1.36820417808844,-1.0078779335796,-0.930278720805816,0.026041407233618
"iris_150","virginica",0.957448488427992,0.0242504269804303,-0.526485033062445,-0.162533529063633
